,location,tweetcreatedts,clean_tweet,vader_score,vader_sentiment_label,sentiment
1996,Worldwide,2020-05-22 21:50:13,What If I Don't Like God? https://t.co/e04pjGjUYB #Faith #religion #God #Jesus #coronavirus #pandemic #covid #covid19 #life #lifestyle #mentalhealth #anxiety #Depression,-0.5305,-1,negative
1997,KC USA,2020-05-22 21:48:38,"In times stress, Family squabbles may increase, Even among geese. . . . #geese #goslings #familystruggles #familyfights #squabble #familyfight #stress #anger #coronavirus #covid #covid19 #quarantine https://t.co/fs2Ugpxy2r",-0.7906,-1,negative
1998,"Firenze, Toscana",2020-05-22 21:43:51,.@MichaelPhelps discusses like battle #depression COVID-19 pandemic. #ESPN https://t.co/gpGNbMeDO5,-0.5859,-1,negative
1999,"Co.Cork, Ireland",2020-05-22 21:38:59,Remember #Blessed are! #JoyTrain #Joy #Love #Stress #Kindness #Quote #IQRTG #MentalHealth #Mindfulness #GoldenHearts #IAM #CoronaVirus #COVID19 #COVID-19 #FF #FridayFeeling #FridayMorning #FridayThoughts #FridayMotivation RT @coachmekat https://t.co/bIxjW9oTdG,0.9245,1,positive
2000,"Irvine, CA",2020-05-22 21:35:03,How managers help employees mental health issues | https://t.co/A5PgxFeOfc #employer #employee #employeewellness #employeehealth #workplacementalhealth #mentalhealth #mentalhealthsupport #work #wellbeing #covid19support #covid19 #depression #anxiety https://t.co/yvCOqfSPXS,-0.4019,-1,negative
2001,"London, England",2020-05-22 21:30:52,30 Days Puzzles Series. Happy #friyay #COVID19 #Mindfulness #classrx #student #puzzle #STEMeducation #interesting #friday #remotelearning #Children #inspire #math #creativity #education #stem #stress #fun #remotetutor #remotetuition #onlinetutor #LearnFromHome #learning #smart https://t.co/uStDkkVcSW,0.9423,1,positive
2002,Southern California,2020-05-22 21:28:00,Prolonged stress (like Covid-19 pandemic) adverse consequences decision-making process prowess. https://t.co/I6Z5p817fL #workplace #stress #DecisionMaking #leadership #LeadershipSkills https://t.co/aoTQ4TWrXP,-0.6808,-1,negative
2003,Worldwide,2020-05-22 21:20:12,Remember #Blessed are! #JoyTrain #Joy #Love #Stress #Kindness #Quote #IQRTG #MentalHealth #Mindfulness #GoldenHearts #IAM #CoronaVirus #COVID19 #COVID-19 #FF #FridayFeeling #FridayMorning #FridayThoughts #FridayMotivation RT @coachmekat https://t.co/bIxjW9oTdG,0.9245,1,positive
2004,Tristan da Cunha,2020-05-22 21:20:00,"The #past months #worst months many #economies around #world since #Great #Depression. #Dozens #millions become #unemployed, https://t.co/4vGDSuXxYm",-0.5719,-1,negative
2005,Canada,2020-05-22 21:09:02,"Insomnia, irritability, digestive problems... These common signs stress. Check tips Medicine Shoppe Canada better manage stress recognize symptoms. #MentalHealth #RideDontHide #Stress #COVID19 https://t.co/dkZVOJnOY1",-0.8625,-1,negative
2006,,2020-05-22 21:08:00,How Does #Technology Help Improve #MentalHealth &amp; #MentalIllness? https://t.co/8o5eVn3I3O #MentalHealth #Covid19 #Health #Healthcare @UnfoldLabs @ShyleshSriranja @digitaltransf11 @provisionit @TamaraMcCleary @Emily_Baumhauer @DaleCubeular50 @zaidmo @carvalhoprincia https://t.co/hbmimn6nF9,0.6808,1,positive
2007,,2020-05-22 21:07:32,These brand new prescription drugs melancholy don’t track listing backup manufacturers’ declare. Are really safe potent? https://t.co/ilhS7XL7c3 #stress #anxiety #mentalhealth #health #stressrelief #meditation #healing #covid #stressmanagement https://t.co/n7La2ngYXj,-0.4951,-1,negative
2008,"Victoria, British Columbia",2020-05-22 21:06:57,Remember #Blessed are! #JoyTrain #Joy #Love #Stress #Kindness #Quote #IQRTG #MentalHealth #Mindfulness #GoldenHearts #IAM #CoronaVirus #COVID19 #COVID-19 #FF #FridayFeeling #FridayMorning #FridayThoughts #FridayMotivation RT @coachmekat https://t.co/bIxjW9oTdG,0.9245,1,positive
2009,Texas,2020-05-22 21:00:24,How Adapt Employment Changes #COVID19 Pandemic || https://t.co/rG6BDkTwYX == #mentalhealth #change #anxiety #stress #mhsm #mhchat https://t.co/rzFRNyPY9t,-0.5423,-1,negative
2010,"London, England",2020-05-22 20:51:06,"So often response ‘how you?’is limited 2 simple words – ‘I fine’. Are really fine? Call friend, speak someone cares . #blossomtreelove #mentalhealthweek #covid19 #socialisolation #shielding #sicklecellwarriors #sicklecell #anxiety #depression https://t.co/IDIOSLBTdr",0.3852,1,positive
2011,,2020-05-22 20:50:57,Remember #Blessed are! #JoyTrain #Joy #Love #Stress #Kindness #Quote #IQRTG #MentalHealth #Mindfulness #GoldenHearts #IAM #CoronaVirus #COVID19 #COVID-19 #FF #FridayFeeling #FridayMorning #FridayThoughts #FridayMotivation RT @coachmekat https://t.co/bIxjW9oTdG,0.9245,1,positive
2012,"Seattle, WA",2020-05-22 20:44:55,Per Dr. Robert Klitzman: Up half Americans may #depression sx assoc #COVID19 #pandemic. Will redefine depression? Rec therapy meds ppl ever? It’s complicated. https://t.co/WvVOyliki0,-0.8299,-1,negative
2013,"Manhattan, NY",2020-05-22 20:41:00,"Check latest article newsletter, ""Out On The Limbs."" We discuss importance podcasting suffering rising mental health concerns #pandemic. https://t.co/PIy987YfUe #MentalHealthAwarenessMonth #podcasting #depression #radio #COVID19 https://t.co/ygjfcn2uYN",-0.6486,-1,negative
2014,Surrey,2020-05-22 20:36:44,"#MatthewMurphy @thewombats gives insight life journey, weed-smoking teenager #anxiety #depression lead singer one UK's popular bands recent years.&gt; https://t.co/xrpzHXo0wj #success #music #indierock #COVID19 #selfisolation https://t.co/3W8FUMRlnu",0.2732,1,positive
2015,Eastern Ontario ,2020-05-22 20:31:38,It's normal feel stress related COVID-19 pressures may present. Many us also letting go coping strategies previously helped us. You alone: https://t.co/eNzhVy8EUB #Stress #MentalHealth #Wellness https://t.co/XoqcaNiJLF,-0.7184,-1,negative
2016,"Ottawa, Ontario, Canada",2020-05-22 20:31:07,It's normal feel stress related COVID-19 pressures may present. Many us also letting go coping strategies previously helped us. You alone: https://t.co/eNzhVy8EUB #Stress #MentalHealth #Wellness https://t.co/XoqcaNiJLF,-0.7184,-1,negative
2017,"New York, NY",2020-05-22 20:29:19,New Poll Shows Which Groups Are Most Stressed During The Coronavirus Pandemic via @forbes https://t.co/6qMGnENFHq #stress #coronavirus #covid19 @forbesscience,-0.6697,-1,negative
2018,Canada,2020-05-22 20:29:09,"Insomnia, irritability, digestive problems... These common signs stress. Check tips Medicine Shoppe Canada better manage stress recognize symptoms. #MentalHealth #RideDontHide #Stress #COVID19 https://t.co/dkZVOJnOY1",-0.8625,-1,negative
2019,"Harlem, Manhattan ",2020-05-22 20:24:47,Per Dr. Robert Klitzman: Up half Americans may #depression sx assoc #COVID19 #pandemic. Will redefine depression? Rec therapy meds ppl ever? It’s complicated. https://t.co/WvVOyliki0,-0.8299,-1,negative
2020,"Roseland, New Jersey",2020-05-22 20:21:15,"The #CDC recommends staying home much possible reduce risk exposure #COVID19. If #FamilyCaregiver, use tips reduce #stress &amp; feelings #isolation prolonged time home w/ loved one 👇 #Caregiving https://t.co/drs2A0RcGE",-0.2023,-1,negative
2021,,2020-05-22 20:18:09,"Ben, considered dystopian #economic outcome? https://t.co/TiG1Va9Kpr… #COVID19 .@oneunderscore__ #Debt #depression #UBI",-0.7351,-1,negative
2022,London,2020-05-22 20:17:56,"So often response ‘how you?’is limited 2 simple words – ‘I fine’. Are really fine? Call friend, speak someone cares . #blossomtreelove #mentalhealthweek #covid19 #socialisolation #shielding #sicklecellwarriors #sicklecell #anxiety #depression https://t.co/IDIOSLBTdr",0.3852,1,positive
2023,,2020-05-22 20:17:02,"For many preexisting medical conditions, COVID-19 caused increased amounts health concern. Watch video --------&gt; https://t.co/DIVEaFZjwQ #coronavirus #covid19 #lymedisease #lyme #lymewarrior #fight #immune #health #wellness #sleep #sugar #meditation #stress https://t.co/Tb580m7WiM",0.2023,1,positive
2024,Doncaster,2020-05-22 20:13:24,"If you’re experiencing #depression, #anxiety common #mentalhealth problems, take look poster details contact #Doncaster IAPT team. #mentalhealthawarenessweek #Doncasterisgreat #NHS #COVID19 #MentalHealthAwarenessWeek2020 https://t.co/YxhEf0Cex8",-0.7964,-1,negative
2025,,2020-05-22 20:12:30,"May #MentalHealthMonth. #COVID19 undoubtedly caused fear, #anxiety #depression among New Yorkers. If struggling these, experts help you. Don't struggle alone: https://t.co/CReI3eByrk | #ThriveNYC https://t.co/XmHl0iDDAD",-0.7182,-1,negative
2026,"Jacksonville, FL",2020-05-22 20:08:45,"The challenges #COVID19 led increased #stress many, dangerous overall health. Dr. Mark McIntosh discusses different types stress, ways manage #staypresent: https://t.co/bS3Va8e4Vi",-0.743,-1,negative
2027,"Toronto, Ontario",2020-05-22 20:06:40,"#Stress integral word. So knowing this, manage stress uncertain times? Check resources PSSP staff shared haven’t already! https://t.co/BCAvHyEdor https://t.co/qq9rSb4tqN",-0.69,-1,negative
2028,"Michigan, USA",2020-05-22 20:05:10,Coping During Coronavirus: 5 Ways Stress Can Be A Good Thinghttp://ow.ly/sNv950zIKc9 #coronavirus #stress,-0.4019,-1,negative
2029,"Miami, FL",2020-05-22 20:02:11,Per Dr. Robert Klitzman: Up half Americans may #depression sx assoc #COVID19 #pandemic. Will redefine depression? Rec therapy meds ppl ever? It’s complicated. https://t.co/WvVOyliki0,-0.8299,-1,negative
2030,"iPhone: 43.686123,-79.393593",2020-05-22 20:02:05,Expressive Depression Earworm - Frail Fragment https://t.co/vqpKqzB4MQ #COVIDー19 #Covid_19 #coronavirus #QuarantineLife #IsolationSongContest #pandemia #musician #SongsThatDescribe2020 #depression #MetalMusic #newmusic #alternativerock #Toronto #Ontario #Canada #artist,-0.8126,-1,negative
2031,"New York, NY",2020-05-22 20:01:16,"May #MentalHealthMonth. #COVID19 undoubtedly caused fear, #anxiety #depression among New Yorkers. If struggling these, experts help you. Don't struggle alone: https://t.co/CReI3eByrk | #ThriveNYC https://t.co/XmHl0iDDAD",-0.7182,-1,negative
2032,"Denver, CO",2020-05-22 20:00:34,"World events, like #COVID19 pandemic, create uncertainty feeling out-of-control. Craig Sawchuk, Ph.D., psychologist, offers recommendations staying informed managing #stress. https://t.co/7IEProCT5t https://t.co/DIeAfGjg30",-0.0258,0,neutral
2033,"Baltimore, MD",2020-05-22 19:56:43,Per Dr. Robert Klitzman: Up half Americans may #depression sx assoc #COVID19 #pandemic. Will redefine depression? Rec therapy meds ppl ever? It’s complicated. https://t.co/WvVOyliki0,-0.8299,-1,negative
2034,United States,2020-05-22 19:48:43,Safety FIRST. https://t.co/VKL1ZxZSKh P U S H: https://t.co/IN9IezZ3GH #COVID2019 #LetsFightCovid19 #coronavirus #SocialDistancing #COVID19 #depression #paranormal #Metaphysical #spirituality #ebooks #book #amreading #books #greatreads #Prayer #Reading #mustread #BYNR https://t.co/L7DT7cxod8,-0.2263,-1,negative
2035,"Dublin City, Ireland",2020-05-22 19:42:31,"As #MentalHealth Awareness Week draws close, Brightwater's @Mairead_BW looks recognise &amp; reduce signs mental #stress &amp; colleagues #workingfromhome Read Tips here: https://t.co/UIPHz5hejl #mentalhealthawareness #covid19 #staysafe https://t.co/OHCOX3EzO4",-0.4215,-1,negative
2036,"Texas, USA",2020-05-22 19:41:08,Safety FIRST. https://t.co/VKL1ZxZSKh P U S H: https://t.co/IN9IezZ3GH #COVID2019 #LetsFightCovid19 #coronavirus #SocialDistancing #COVID19 #depression #paranormal #Metaphysical #spirituality #ebooks #book #amreading #books #greatreads #Prayer #Reading #mustread #BYNR https://t.co/L7DT7cxod8,-0.2263,-1,negative
2037,"Kolkata, India",2020-05-22 19:38:04,"Kindly #Laugh #Enjoy #Celebrate #Relax #Entertainment #Fun #Joy avoid #depression #mental #Health issues... This #enjoyment also part life necessity ! Remove #CoronaVirus, #COVID19, #AmphanCyclone mind &amp; simply enjoy life! #TakeCare ! #BeSafe Fit! #BeHealthy !",0.9858,1,positive
2038,World-Wide #WWTrain,2020-05-22 19:31:28,"Many struggling #depression and/or #anxiety triggered exacerbated #covid19 #pandemic. If you’ve bothered many following symptoms 2 weeks, please don’t hesitate reach &amp; get professional help need it! (DM resources :) https://t.co/nv7Zln90ip",-0.5848,-1,negative
2039,"Houston, Texas area",2020-05-22 19:26:48,"For #MemorialDay #coronavirus #debt #stress: ""Life good #debtfree."" FREE #bankruptcy attorney consult Conroe Magnolia Porter Splendora NewCaney NewWaverly Klein Kingwood Willis Huntsville Tomball Montgomery Woodlands Spring #Texas https://t.co/pEJe8NRt6z #AD",0.3885,1,positive
2040,,2020-05-22 19:22:34,Listen song “better yo ex” soundcloud! https://t.co/jmuHvPDoFA #the1975 #EidUlFitr #coronavirus #planecrash #rap #sad #love #lovesong #depression #heartbreak #music #pain #rapper https://t.co/kLYm2kL6Ba,-0.8718,-1,negative
2041,,2020-05-22 19:17:32,No. But depression causes suffering COVID-19 https://t.co/m7ZtWnxXXl likewise medically eradicated: https://t.co/SfIa1tJvFO #depression #mentalhealth #coronavirus,-0.9455,-1,negative
2042,Staring out the window,2020-05-22 19:14:29,"Remember slow breathe...everything OK. https://t.co/BgGONmQx1o… Up 50% Off Cards, Shirts, &amp; More + 15% Off Sitewide Use code BESTDADGIFTS 5/13 - 5/15/2020 #stress #mentalhealth #breathe #relax #postcard #blue #pink #meditation #anxiety #coronavirus https://t.co/O7LUVB4ILF",-0.1531,-1,negative
2043,"Beverly Hills, CA",2020-05-22 19:11:53,@SpeakerPelosi please admit @realDonaldTrump &amp; @senatemajldr mental institution? There’s clause constitution folks incompetent clearly mental. #COVID19 #FireTrump #MitchMcConnell #mentalillness,0.4019,1,positive
2044,,2020-05-22 19:00:06,"Coronavirus significantly affect mental health everyone, especially #MentalIllness. The anxiety contracting disease, loneliness, isolation worsen even trigger symptoms. #PsychU coping strategies: https://t.co/q32Okcl5PK #COVID19 https://t.co/uW3vJiglsB",-0.8678,-1,negative
2045,"Los Angeles, CA",2020-05-22 18:59:19,Trees rocks. Hiking adventures Eagle Rock Topanga. . . . #hiking #adventure #nature #earth #beauty #landscapes #photography #quarantine #covid19 #stress #immunity #grounding #connection #awareness… https://t.co/bIPAvHEIeM,0.6908,1,positive
2046,TheCaliLiliIndies™VenusBeach™,2020-05-22 18:55:45,"@Google @SenateDems ur threats stop allowing us use @gmail + save @googledrive unless spend hours deleting buy ""space"" u #COVID #pandemic causing #stress ! Our #googledrive 25% day ago + upload anything new + jump 75% freaking us out. https://t.co/C9YRRRfm3h",-0.7712,-1,negative
2047,,2020-05-22 18:36:45,"If you’re experiencing #depression, #anxiety common #mentalhealth problems, take look poster details contact #Doncaster IAPT team. #mentalhealthawarenessweek #Doncasterisgreat #NHS #COVID19 #MentalHealthAwarenessWeek2020 https://t.co/YxhEf0Cex8",-0.7964,-1,negative
2048,,2020-05-22 18:31:12,"Insomnia, irritability, digestive problems... These common signs stress. Check tips Medicine Shoppe Canada better manage stress recognize symptoms. #MentalHealth #RideDontHide #Stress #COVID19 https://t.co/dkZVOJnOY1",-0.8625,-1,negative
2049,Canada,2020-05-22 18:26:55,"Insomnia, irritability, digestive problems... These common signs stress. Check tips Medicine Shoppe Canada better manage stress recognize symptoms. #MentalHealth #RideDontHide #Stress #COVID19 https://t.co/dkZVOJnOY1",-0.8625,-1,negative
2050,,2020-05-22 18:21:01,"If struggling #depression #COVID_19, follow 31 tips @MentalHealthAm boosting #mentalhealth. #mentalhealthmonth https://t.co/KgUUK67U49 https://t.co/sJqMLsHyK6",-0.6249,-1,negative
2051,"Toronto, Ontario",2020-05-22 18:18:20,"What evidence say #MentalHealth #COVID19? Read reports resources #VirtualHealth, #iCBT, #Anxiety, #Depression free resources 👉 https://t.co/oBuNtf1wUt https://t.co/v0eUBDuWLc",-0.2732,-1,negative
2052,"Vancouver, British Columbia",2020-05-22 18:11:41,Do know unhealthy coping strategies? Check previous tweet Emotion-Based vs Problem-Based coping. #BreakTheStigma #COVID19 #beCALM #beCauseAllLobesMatter #physicianburnout #MentalHealth #MentalHealthAwareness #MentalHealthMatters #depression #HealthcareHeroes https://t.co/QweP6TGznm,-0.7964,-1,negative
2053,"Vancouver, British Columbia",2020-05-22 18:11:38,Do know difference Emotion-Based vs Problem-Based coping strategies stress?#MentalHealthWeek #MentalHealthAwareness #physiciansuicide #beCALM #beCauseAllLobesMatter #depression #TipsToBoostBrainHealth #BreakTheStigma #COVID19 #HealthcareHeroes #medtwitter https://t.co/izufLLlz9s,-0.5719,-1,negative
2054,"Ottawa, ON",2020-05-22 18:10:02,"What evidence say #MentalHealth #COVID19? Read reports resources #VirtualHealth, #iCBT, #Anxiety, #Depression free resources 👉 https://t.co/oBuNtf1wUt https://t.co/v0eUBDuWLc",-0.2732,-1,negative
2055,United States,2020-05-22 18:09:06,How Does #Technology Help Improve #MentalHealth &amp; #MentalIllness? https://t.co/5VMOciS7Br #MentalHealth #Covid19 #Health #Healthcare @UnfoldLabs @NumeralForce @mike_gutowski @ArkangelScrap @motolin5 @Johnny9904 @Bkshah123 @shanebrighton @ParadisoPresent @simplivllc https://t.co/Ja4bnI2vcC,0.6808,1,positive
2056,United States,2020-05-22 18:07:08,"Kids frustrated right now—with good reason. To help manage anger, see latest piece @educationweek. #helpstudentsthrive #COVID19 #StayHome #anger #coronavirus #teachers #stress https://t.co/4UVV0eDy9C",-0.8402,-1,negative
2057,,2020-05-22 18:06:29,🇺🇸🎖🕯 A photo project shows towering place #veteran held loved ones’ lives — #sadness left behind... https://t.co/FASrzhhEcF https://t.co/Su1EspJWwP @WheezyNurse #Grief #Loss #Despair #Depression #Pain #Anguish #COVIDー19 #Coronavirus #COVID https://t.co/cI3ITcvFkI,-0.9274,-1,negative
2058,,2020-05-22 18:06:16,🇺🇸🎖🕯 A photo project shows towering place #veteran held loved ones’ lives — #sadness left behind... https://t.co/FASrzhhEcF https://t.co/Su1EspJWwP @WheezyNurse #Grief #Loss #Despair #Depression #Pain #Anguish #COVIDー19 #Coronavirus #COVID https://t.co/cI3ITcvFkI,-0.9274,-1,negative
2059,Greater Chicago Area,2020-05-22 18:04:26,Natural sun best always available test supplement accordingly #COVID19 #VitaminD #depression #stressmanagement https://t.co/rXUGoXaPRh,0.4588,1,positive
2060,,2020-05-22 18:01:29,"#athenahealth reports spike #physician visits children teens COVID-19. This attributed increased symptoms #anxiety, #ADHD, #depression. #Telehealth recommended ongoing therapy monitoring. https://t.co/dy7xlj7rq5",-0.3612,-1,negative
2061,"Boca Raton, FL",2020-05-22 18:01:02,"Dr. Christina Pozo-Kaderman, @SylvesterCancer, shared practical #advice cope #stress #anxiety inspirED interview week. Listen full interview wisdom: https://t.co/YnO4KSnOur #COVID19 https://t.co/pUY6fxipfi",0.6705,1,positive
2062,Raspberry,2020-05-22 18:00:16,Neurofeedback brain wave training optimizes brain coherence assists immune system function efficiently. More https://t.co/zcay7ykwBQ #COVID-19 #Immune #stress https://t.co/bqRTVxJDNi,0.7479,1,positive
2063,"Brisbane, AUSTRALIA",2020-05-22 18:00:05,Neurofeedback brain wave training optimizes brain coherence assists immune system function efficiently. More https://t.co/zcay7ykwBQ #COVID-19 #Immune #stress https://t.co/bqRTVxJDNi,0.7479,1,positive
2064,"Regina, Saskatchewan",2020-05-22 17:58:17,Stress Raynaud's trigger RT Scleroderma Info @SclerodermaO Check Prepare Stress program! Retrain brain reduce stress anxiety improve health! https://t.co/OVz5ZDVoHd #stress #health #covid19 #mentalhealth #disease #anxiety #raynauds,-0.8829,-1,negative
2065,"New York, NY",2020-05-22 17:54:57,Added stress COVID-19 limited getting behavioral health care #COVID19 #Stress #BehavioralHealth https://t.co/v9WLX93eaW,-0.5106,-1,negative
2066,"Vancouver, British Columbia",2020-05-22 17:54:39,Do know unhealthy coping strategies? Check previous tweet Emotion-Based vs Problem-Based coping. #BreakTheStigma #COVID19 #beCALM #beCauseAllLobesMatter #physicianburnout #MentalHealth #MentalHealthAwareness #MentalHealthMatters #depression #HealthcareHeroes https://t.co/QweP6TGznm,-0.7964,-1,negative
2067,"Vancouver, British Columbia",2020-05-22 17:54:38,Do know difference Emotion-Based vs Problem-Based coping strategies stress?#MentalHealthWeek #MentalHealthAwareness #physiciansuicide #beCALM #beCauseAllLobesMatter #depression #TipsToBoostBrainHealth #BreakTheStigma #COVID19 #HealthcareHeroes #medtwitter https://t.co/izufLLlz9s,-0.5719,-1,negative
2068,"Chennai, Coimbatore, Delhi",2020-05-22 17:53:31,"We 5 months 2020 faced lot! #Bushfires Australia #COVID19. Now #10thExam. What's left #students? #stress, #anxiety, #fear #doubt. But #TakeitEazy. Call number below, listen stories, get artsy fight uncertainty! https://t.co/VpUzNoCEsP",-0.8942,-1,negative
2069,"New York, NY",2020-05-22 17:52:37,Added stress COVID-19 limited getting behavioral health care #COVID19 #Stress #BehavioralHealth https://t.co/v9WLX93eaW,-0.5106,-1,negative
2070,,2020-05-22 17:51:10,"The ongoing stress trauma impacts mental health, safety, ability provide best possible care. Taking steps manage stress important taking care physical health! #Nurses #ThankYouHeroes #Covid_19 #WednesdayWisdom #WHO #WeAreTogether #stress #Nursd https://t.co/jZpxthuoEN",0.7644,1,positive
2071,"New York, USA",2020-05-22 17:50:49,Added stress COVID-19 limited getting behavioral health care #COVID19 #Stress #BehavioralHealth https://t.co/v9WLX93eaW,-0.5106,-1,negative
2072,Based @1871Chicago,2020-05-22 17:45:57,Nearly half parents children age 18 say stress levels related COVID-19 high. Learn findings American Psychological Association study. #30Seconds @APA #covid19 #stress #coronavirus #mentalhealth #quarantine https://t.co/qsREWoaGio,-0.6808,-1,negative
2073,,2020-05-22 17:45:33,"Worrying During #Covid19. If feeling anxious stressed, stop write thinking. Once identified thought, challenge it. Ask yourself: thought true? What evidence thought? #mentalhealth @camhfoundation #anxiety #stress",-0.8053,-1,negative
2074,"Los Angeles, CA",2020-05-22 17:45:29,Added stress COVID-19 limited getting behavioral health care #COVID19 #Stress #BehavioralHealth https://t.co/v9WLX93eaW,-0.5106,-1,negative
2075,"Minnesota, USA",2020-05-22 17:41:13,"“We continue see increase #anxiety, #depression PTSD-like symptoms...” Our executive director, Shannah Mulvihill, discusses @StarTribune we've expanded #mentalhealth supports help affected #COVID19: https://t.co/aBHhAkjcky. https://t.co/G04sZ87dY7",0.128,1,positive
2076,"City of London, London",2020-05-22 17:35:46,30 Days Puzzles Series. Happy #friyay #COVID19 #Mindfulness #classrx #student #puzzle #STEMeducation #interesting #friday #remotelearning #Children #inspire #math #creativity #education #stem #stress #fun #remotetutor #remotetuition #onlinetutor #LearnFromHome #learning #smart https://t.co/uStDkkVcSW,0.9423,1,positive
2077,,2020-05-22 17:32:08,"Kids frustrated right now—with good reason. To help manage anger, see latest piece @educationweek. #helpstudentsthrive #COVID19 #StayHome #anger #coronavirus #teachers #stress https://t.co/4UVV0eDy9C",-0.8402,-1,negative
2078,Merica,2020-05-22 17:30:18,"WALNUT CREEK, Calif. (KGO) -- Doctors John Muir Medical Center Walnut Creek say seen deaths suicide quarantine period deaths COVID-19 virus. https://t.co/9H2YDjP36X #coronavirus #covid19 #depression #mentalhealth #suicide",-0.9287,-1,negative
2079,"Kelowna, British Columbia",2020-05-22 17:26:34,"@CMHAkelowna hosting amazing free #onlinecourses discuss coping strategies, #anxiety, #stress #caregiving #COVID19. Check ➡️➡️ https://t.co/8GCFEMnWcG https://t.co/bna8XivSPt",0.5574,1,positive
2080,"Kelowna, BC",2020-05-22 17:22:25,"@CMHAkelowna hosting amazing free #onlinecourses discuss coping strategies, #anxiety, #stress #caregiving #COVID19. Check ➡️➡️ https://t.co/8GCFEMnWcG https://t.co/bna8XivSPt",0.5574,1,positive
2081,"Redding, CT",2020-05-22 17:20:34,Stress Raynaud's trigger RT Scleroderma Info @SclerodermaO Check Prepare Stress program! Retrain brain reduce stress anxiety improve health! https://t.co/OVz5ZDVoHd #stress #health #covid19 #mentalhealth #disease #anxiety #raynauds,-0.8829,-1,negative
2082,Kenya,2020-05-22 17:15:40,Read articles watch videos MindPath providers care family's mental health COVID-19. #mindcare #mentalhealth #pandemic #covid19 #stress #anxiety #onlinetherapy #onlinepsychiatry https://t.co/q8e8mEQs6r,-0.0772,-1,negative
2083,"North Carolina, USA",2020-05-22 17:15:14,Read articles watch videos MindPath providers care family's mental health COVID-19. #mindcare #mentalhealth #pandemic #covid19 #stress #anxiety #onlinetherapy #onlinepsychiatry https://t.co/q8e8mEQs6r,-0.0772,-1,negative
2084,"Mumbai, Maharashtra, India",2020-05-22 17:11:26,#coronavirus real #PoliceBrutality real #BusPolitics real #MediaVirus real #paranoia real #MigrantsOnTheRoad real #recession real #depression real #domesticviolence real #WorkFromHomeProblems real #freedomofmovement real #lockdown real,-0.8176,-1,negative
2085,"Sterling, CO",2020-05-22 17:09:31,THIS IS TRAGIC years worth suicide attempts last 4 weeks Covid19 restrictions. https://t.co/MwGC7i8Ncz #qanon #potus #BREAKING #coronavirus #depression #freedom #FlattenTheCurve #hydroxychloriquine #LockdownExtended #lockdown #Quarantine #EndLockDown #Plandemic,-0.7804,-1,negative
2086,,2020-05-22 17:08:15,"(May 17, 2020 - $DJIA $SPX $COMPQ $GLD $BTC.X $DXY $TLT ) ""10 Numbers That Show The U.S. Has Fallen Into A Horrifying Economic #Depression"" Source: https://t.co/JxW8vb3Fk0 #coronavirus #COVID19",-0.872,-1,negative
2087,,2020-05-22 17:08:10,"(May 17, 2020 - $DJIA $SPX $COMPQ $GLD $BTC.X $DXY $TLT ) ""10 Numbers That Show The U.S. Has Fallen Into A Horrifying Economic #Depression"" Source: https://t.co/JxW8vb3Fk0 #coronavirus #COVID19",-0.872,-1,negative
2088,,2020-05-22 17:02:05,No. But depression causes suffering COVID-19 https://t.co/m7ZtWnxXXl likewise medically eradicated: https://t.co/SfIa1tJvFO #depression #mentalhealth #coronavirus,-0.9455,-1,negative
2089,,2020-05-22 17:01:43,"As head winter becoming harder get Vitamin D. Vitamin D crucial immune health, brave cold get little sunshine face. . . #COVID19 #sunshine #vitD #coronavirus #pandemic #health #wellness #osteopathy #geelong #stress #immune https://t.co/20WLkTNGaT",0.9469,1,positive
2090,San Francisco,2020-05-22 17:01:07,For next 5 days put tips managing stress Covid-19. We you! #massage #spa #facial #stress #love https://t.co/bCPctc08Ez,-0.1759,-1,negative
2091,,2020-05-22 17:00:41,We little changed https://t.co/t0cXEWpgtW #Covid #iso #stress https://t.co/EebvuR7Neg,-0.4215,-1,negative
2092,"Dublin City, Ireland",2020-05-22 16:59:37,"As #MentalHealth Awareness Week draws close, Brightwater's @Mairead_BW looks recognise &amp; reduce signs mental #stress &amp; colleagues #workingfromhome Read Tips here: https://t.co/UIPHz5hejl #mentalhealthawareness #covid19 #staysafe https://t.co/OHCOX3EzO4",-0.4215,-1,negative
2093,"Dublin, Ireland",2020-05-22 16:59:06,"As #MentalHealth Awareness Week draws close, Brightwater's @Mairead_BW looks recognise &amp; reduce signs mental #stress &amp; colleagues #workingfromhome Read Tips here: https://t.co/UIPHz5hejl #mentalhealthawareness #covid19 #staysafe https://t.co/OHCOX3EzO4",-0.4215,-1,negative
2094,"New Delhi, India",2020-05-22 16:58:16,@ompsychiatrist @IndianPsychiat1 @DrMrugeshVaish1 @PrakritiP @tssrao19 @tulasirehab @amritbakhshy @AllenFrancesMD @srinivasaiims @Shrink_enstein important event global issue #SMI #COVID19 #mentalillness #WorldSchizophreniaDay #geopsychiatry,0.2023,1,positive
2095,United States,2020-05-22 16:55:50,5 Questions w/ Maurizio Fava @MGHPsychiatry. Our associate dean c/t research discusses work treating #depression &amp; thoughts impact #COVID19 healthcare delivery. Read interview: @ncats_nih_gov @CLIC_CTSA https://t.co/TG5MLeUPno,-0.5719,-1,negative
